route_id,trip_id
SILVER SATURDAY,[@12.0.44184681@][1250945403296]/90__SV1UISA
RED,[@4.0.5898288@][1597169152898]/49__R2_MF_V1
YELLOW,[@4.0.5891782@][1597169066281]/39__Y3_NON_UI_MF_V1
TEAL SUNDAY,[@4.0.6086413@][1597347888414]/29__T2_NONUI_SU_V1
LAVENDER SATURDAY,[@15.0.63188981@][1][1334071381711]/15__L1SA
GREEN EVENING SATURDAY,[@124.0.92311676@][1484576395235]/4__GN2_NON_UI_SA
LAVENDER,[@15.0.68509016@][2][1371752045347]/0__L2_NOSCHMF
TEAL SUNDAY,[@4.0.6086413@][1597347888414]/17__T2UISU_V1
ILLINI LIMITED,[@4.0.6331833@][1597517469643]/36__I1_NONUIMF_V1
GREY SUNDAY,[@2.0.85633657@][31][1463430303388]/25__GR4_SU_V1
TEAL,[@4.0.6079335@][1597347351575]/21__T1_NONUIMF_V1
YELLOW,[@14.0.56288722@][1][1303749710252]/2__Y4_MF
SILVER LIMITED SATURDAY,[@15.0.67916770@][2][1363721639425]/19__SV1_NON_UI_SA
TEAL SATURDAY,[@4.0.6085223@][1597347822512]/7__T1UISA_V1
GREY,[@2.0.80545657@][32][1425489629219]/43__GR3_NON_UI_MF
SILVER SATURDAY,[@12.0.44184681@][1250945403296]/254__SV1UISA
LAVENDER SUNDAY,[@15.0.71205318@][1381241976567]/34__L2SU
ILLINI EVENING SUNDAY,[@4.0.6338167@][1597517767548]/45__I1UI_SU_V1
SILVER SUNDAY,[@124.0.92281033@][1484346076492]/86__SV2UISU
SILVER EVENING SUNDAY,[@4.0.6318298@][1597516914744]/16__SV2UISU_V1
RED SATURDAY,[@4.0.5909127@][1597169253406]/36__R3SA_V1
GREENHOPPER,[@7.0.41101146@][4][1237930076921]/17__GNX4_MF
YELLOW EVENING,[@15.0.63189138@][2][1338407799588]/17__Y1UIMF
GREEN EVENING,[@7.0.41201218@][3][1243953754500]/5__L2_NOSCHMF
BLUE,[@4.0.5955594@][1597257189746]/39__B2_MF_V1
TEAL EVENING SATURDAY,[@124.0.92279199@][1484345597711]/26__T1NON_UI_SA
YELLOW,[@2.0.85635885@][1][1465317375443]/0__Y2_MF
RED,[@14.0.56288404@][42][1305910274331]/0__R5_MF
GREEN EVENING SATURDAY,[@124.0.92311676@][1484576395235]/8__GR2SA
SILVER SATURDAY,[@4.0.6319787@][1597516966305]/71__SV1UISA_V1
ILLINI LIMITED SATURDAY,[@12.0.44202283@][1250947454031]/83__I1NONUISA
YELLOW LATE NIGHT SUNDAY,[@4.0.5890225@][1597168976725]/10__Y5UISU_V1
TEAL,[@4.0.6079335@][1597347351575]/154__T5_UIMF_V1
GOLD,[@7.0.41203042@][4][1246646125718]/4__G3_MF
BROWN,[@6.0.626596@][1601838465133]/63__BB2_MF_V1
YELLOW EVENING,[@15.0.63189138@][1][1338405367103]/1__Y5_MF
TEAL LATE NIGHT SUNDAY,[@124.0.92276155@][1484344792164]/74__T1UISU
GREENHOPPER EVENING SATURDAY,[@4.0.6000297@][1597257796601]/6__GN2UISA_V1
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/31__T1NON_UI_SA
NAVY,[@124.0.103534744@][32][1510585765075]/0__N1_MF
TEAL,[@7.0.41893871@][4][1243540851671]/2__T3_NONUIMF
GREEN EVENING SATURDAY,[@124.0.92311676@][1484576395235]/39__GN3UISA
GREEN SUNDAY,[@4.0.6003662@][1597257871006]/17__GR4_SU_V1
ILLINI LIMITED SUNDAY,[@4.0.6335302@][1597517634875]/0__I1_NON_UI_SU_V1
SILVER LIMITED SUNDAY,[@4.0.6323452@][1597517174427]/34__SV1_NONUISU_V1
LAVENDER,[@15.0.63192662@][2][1342013565746]/0__L2_NOSCHMF
GREENHOPPER,[@4.0.5978260@][1597257417676]/4__GNX4_MF_V1
YELLOW,[@14.0.56288722@][2][1303763634065]/30__Y5_MF
GREENHOPPER EVENING,[@124.0.118083819@][31][1541686032239]/0__GR3_NON_UI_MF
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/134__T1NON_UI_SA
YELLOWHOPPER,[@4.0.5877225@][1597168632569]/2__Y4_MF_V1
LIME EVENING SATURDAY,[@124.0.94417146@][12][1496419670340]/9__LM2SA_V1
ILLINI LIMITED SATURDAY,[@12.0.44202283@][1250947454031]/78__I1NONUISA
YELLOW SUNDAY,[@4.0.5882677@][1597168773965]/5__Y5UISU_V1
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/7__T2UISU
TEAL EVENING,[@7.0.41903462@][4][1243545628328]/6__T3_NONUIMF
YELLOWHOPPER,[@15.0.63189099@][1][1334168021574]/27__Y7_NON_UI_MF
YELLOW SUNDAY,[@4.0.5882677@][1597168773965]/5__Y5_NONUI_SU_V1
ILLINI LIMITED SUNDAY,[@124.0.92244155@][1484326924131]/41__I1_NON_UI_SU
ILLINI LIMITED,[@7.0.41202961@][2][1238522777281]/31__I1_NONUIMF
ILLINI LIMITED SATURDAY,[@12.0.44202283@][1250947454031]/169__I1UISA
SILVER SATURDAY,[@4.0.6319787@][1597516966305]/38__SV2UISA_V1
LAVENDER,[@15.0.63192662@][2][1334589837818]/3__L2_NOSCHMF_V1
GREENHOPPER EVENING,[@124.0.118083819@][32][1541686134099]/1__GR3_UIMF
ILLINI LIMITED SUNDAY,[@124.0.92244155@][1484326924131]/70__I1_NON_UI_SU
GREEN,5GN575__GN5_MF
TEAL,[@7.0.41893871@][4][1243540851671]/31__T1_NONUIMF
SILVER SUNDAY,[@4.0.6324432@][1597517220831]/62__SV2UISU_V1
ILLINI LIMITED,[@7.0.41202961@][2][1238522777281]/37__I1_NONUIMF
SILVER,[@4.0.6090318@][1597351255773]/110__SV4_NONUIMF_NOSCH_V1
LIME SUNDAY,[@124.0.94415718@][11][1496266442118]/13__LM1SU
TEAL EVENING,[@7.0.41903462@][4][1243545654281]/14__T1_UIMF
LIME EVENING SATURDAY,[@124.0.94417146@][12][1496419670340]/11__LM2SA_V1
TEAL EVENING SATURDAY,[@124.0.92279199@][1484345597711]/41__T1UISA
SILVER LIMITED SATURDAY,[@15.0.67916770@][2][1363721639425]/20__SV1_NON_UI_SA
GOLD,[@7.0.41203042@][3][1246636917359]/6__G6_MF
YELLOW,[@4.0.5891782@][1597169066281]/22__Y3UIMF_V1
YELLOW,[@4.0.5891782@][1597169066281]/62__Y7_UIMF_V1
GOLD,[@7.0.41203042@][4][1246655970843]/5__G1_MF
SILVER LIMITED SUNDAY,[@124.0.92241454@][1484326515007]/69__SV1_NONUISU
ILLINI LIMITED EVENING,[@4.0.6333459@][1597517524012]/10__I1_NONUIMF_V1
GREY EVENING,8GN519__BZ1_NOSCHMF
YELLOW EVENING SATURDAY,[@4.0.5885438@][1597168881799]/16__Y4SA_V1
SILVER SUNDAY,[@124.0.92281033@][1484346076492]/33__SV2UISU
ILLINI LIMITED SUNDAY,[@124.0.92244155@][1484326924131]/24__I1_NON_UI_SU
SILVER,[@4.0.6090318@][1597351255773]/104__SV1_UIMF_V1
SILVER,[@4.0.6090318@][1597351255773]/58__SV4_UI_NOSCH_V1
YELLOW SUNDAY,[@124.0.92236898@][1484325332995]/10__Y2_NONUI_SU
ORANGE,[@2.0.86175868@][1458585713139]/9__O4_MF
YELLOW SATURDAY,[@15.0.63192124@][1][1338414280664]/2__Y3SA
TEAL,[@4.0.6079335@][1597347351575]/22__T1_NONUIMF_V1
ORANGE ALT,[@15.0.69155236@][3][1368635976437]/6__6E_SCH
TEAL,[@7.0.41893871@][4][1243540851671]/29__T1_NONUIMF
ILLINI EVENING SATURDAY,[@4.0.6336113@][1597517693196]/24__I6UISA_V1
TEAL,[@4.0.6079335@][1597347351575]/36__T3_NONUIMF_V1
LAVENDER SATURDAY,[@15.0.63188981@][1][1334071343101]/3__L1SA
ILLINI LIMITED EVENING SATURDAY,[@124.0.92348983@][1484580545489]/20__I1NONUISA
GREENHOPPER EVENING SATURDAY,[@4.0.6000297@][1597257796601]/8__GN5SA_V1
NAVY,[@124.0.103534744@][32][1510344867429]/17__N2_MF
LIME SUNDAY,[@124.0.94415718@][11][1496266203663]/10__LM1SU
SILVER,[@14.0.51709480@][2][1277756843828]/0__SV3_UIMF
YELLOW SUNDAY,[@4.0.5882677@][1597168773965]/4__Y3SU_V1
SILVER,[@12.0.42199629@][4][1248355869859]/1__SV4_NONUIMF_NOSCH
TEAL,[@7.0.41893871@][3][1243541396687]/88__T3_NONUIMF
GOLD,[@15.0.60391723@][3][1324305758708]/0__G3_MF
GREY SATURDAY,[@15.0.73008535@][31][1401898652823]/2__GN4SA
YELLOW SATURDAY,[@4.0.5874496@][1597168539048]/20__Y4SA_V1
SILVER,[@4.0.6090318@][1597351255773]/7__SV3_UIMF_V1
ILLINI EVENING SATURDAY,[@4.0.6336113@][1597517693196]/60__I3UISA_V1
ILLINI LIMITED,[@7.0.41202961@][2][1238522777281]/44__I1_NONUIMF
TEAL,[@4.0.6079335@][1597347351575]/71__T1_NONUIMF_V1
RED,[@4.0.5898288@][1597169152898]/39__R5_MF_V1
ILLINI,[@4.0.6310080@][1597516121254]/128__I8_UIMF_V1
SILVER,[@4.0.6090318@][1597351255773]/107__SV4_NONUIMF_NOSCH_V1
RED,[@4.0.5898288@][1597169152898]/5__R2_MF_V1
RED SATURDAY,[@4.0.5909127@][1597169253406]/13__R2SA_V1
ILLINI,[@7.0.41200832@][2][1238430887312]/155__I5_UIMF
YELLOWHOPPER,[@15.0.63189099@][1][1334167904665]/7__Y4_MF
PINK,[@2.0.81838518@][11][1430160303820]/2__P1_MF
YELLOWHOPPER,[@15.0.63189099@][1][1334168021574]/28__Y4_MF
GREENHOPPER,[@15.0.68511981@][3][1370020013188]/1__GNX5_MF
TEAL LATE NIGHT SUNDAY,[@124.0.92276155@][1484344792164]/77__T2UISU
ILLINI EVENING,[@4.0.6329571@][1597517389214]/1__I5_UIMF_V1
SILVER SATURDAY,[@4.0.6319787@][1597516966305]/20__SV2UISA_V1
SILVER LIMITED SUNDAY,[@124.0.92241454@][1484326515007]/71__SV1_NONUISU
GREY,[@14.0.51708898@][4][1283972739468]/0__GR2_MF
ILLINI,[@4.0.6310080@][1597516121254]/142__I5_UIMF_V1
TEAL LATE NIGHT SATURDAY,[@4.0.6087513@][1597347966633]/13__T2UISA_V1
GREEN,5GN562__GN5_MF
GREEN SUNDAY,[@124.0.92334988@][1484579202830]/28__GR3_UISU
ORANGE ALT,[@15.0.69155236@][3][1368635065623]/5__6E_SCH
TEAL,[@4.0.6079335@][1597347351575]/34__T4_UIMF_V1
YELLOW,[@15.0.63189004@][1][1340825943173]/0__Y2_MF
TEAL EVENING SATURDAY,[@124.0.92279199@][1484345597711]/9__T1NON_UI_SA
SILVER,[@4.0.6090318@][1597351255773]/123__SV2_NONUIMF_V1
ILLINI,[@7.0.41200832@][1][1238430123625]/32__I2_UIMF
BLUE,[@4.0.5955594@][1597257189746]/23__B2_MF_V1
ILLINI LIMITED,[@4.0.6331833@][1597517469643]/20__I1_NONUIMF_V1
SILVER,[@12.0.42199629@][4][1246896960625]/112__SV5_UIMF
ILLINI EVENING,[@7.0.41950648@][1244056065453]/93__I4_UIMF1
YELLOW SATURDAY,[@4.0.5874496@][1597168539048]/17__Y4SA_V1
ORANGE,[@2.0.86175868@][1458585713139]/61__O3_MF
SILVER SATURDAY,[@12.0.44184681@][1250945403296]/264__SV1UISA
YELLOW SATURDAY,[@15.0.63192124@][2][1338469240094]/25__Y2UISA
GREY SATURDAY,[@15.0.73008535@][31][1401898787857]/20__GN4SA
GREY,[@2.0.80545657@][31][1425487442569]/19__GR1_NOSCHMF
TEAL,[@4.0.6079335@][1597347351575]/64__T4_UIMF_V1
SILVER LIMITED EVENING SATURDAY,[@124.0.92350475@][1484580809807]/54__SV1_NON_UI_SA
SILVER SATURDAY,[@12.0.44184681@][1250945403296]/281__SV2UISA
RED SATURDAY,[@4.0.5909127@][1597169253406]/44__R1SA_V1
GOLDHOPPER,[@7.0.41987615@][3][1246633033359]/46__G2_MF
YELLOW,[@15.0.63189004@][2][1340829029385]/16__Y3_NON_UI_MF
SILVER LIMITED SUNDAY,[@4.0.6323452@][1597517174427]/9__SV1_NONUISU_V1
PINK,[@2.0.81838518@][11][1430160316588]/14__P1_MF
GREEN,7GN501__GNX1_NOSCHMF
SILVER,[@4.0.6090318@][1597351255773]/60__SV1_UIMF_V1
TEAL SUNDAY,[@4.0.6086413@][1597347888414]/36__T1UISU_V1
TEAL EVENING SATURDAY,[@4.0.6089173@][1597348089342]/13__T1UISA_V1
GOLD,[@2.0.85633009@][31][1458306091560]/0__G1_MF
GREEN,GN2PO__GN2_MF
SILVER SUNDAY,[@4.0.6324432@][1597517220831]/21__SV2UISU_V1
YELLOW,[@4.0.5891782@][1597169066281]/73__Y3UIMF_V1
YELLOW,[@4.0.5891782@][1597169066281]/86__Y3_NON_UI_MF_V1
GREY SUNDAY,[@2.0.85633657@][31][1463430303388]/24__GR3_NON_UI_SU_V1
BROWN,[@2.0.80548152@][11][1425506589356]/4__BA1_MF
RAVEN,[@2.0.81457398@][11][1425933027212]/6__RV1_MF
GOLD,[@7.0.41203042@][4][1250540675453]/3__G5_MF
ILLINI,[@4.0.6310080@][1597516121254]/130__I5_UIMF_V1
ILLINI EVENING,[@7.0.41950648@][1244056065453]/76__I8_UIMF
GREY SUNDAY,[@2.0.85633657@][32][1463429698711]/6__GN4_SU
TEAL EVENING,[@7.0.41903462@][3][1243545711640]/29__T3_NONUIMF
TEAL SATURDAY,[@4.0.6085223@][1597347822512]/35__T2UISA_V1
TEAL,[@7.0.41893871@][4][1248385100828]/0__T2_UIMF
YELLOW SATURDAY,[@15.0.63192124@][2][1338469240094]/24__Y1SA
TEAL SATURDAY,[@4.0.6085223@][1597347822512]/19__T2UISA_V1
YELLOW EVENING SATURDAY,[@124.0.92247832@][1484327725398]/16__Y2UISA
SILVER LIMITED SATURDAY,[@15.0.67916770@][1][1363722440092]/65__SV1_NON_UI_SA
TEAL EVENING,[@4.0.6083631@][1597347546580]/17__T3_NONUIMF_V1
RED,[@14.0.56288404@][1][1302720941921]/3__R5_MF
GREENHOPPER EVENING SATURDAY,[@4.0.6000297@][1597257796601]/18__GN5SA_V1
GREENHOPPER EVENING,[@4.0.5987858@][1597257569370]/19__R3_MF_V1
SILVER,[@12.0.42199629@][4][1246896833000]/75__SV5_UIMF
TEAL,[@7.0.41893871@][3][1243541396687]/81__T4_UIMF
GREY SATURDAY,[@15.0.73008535@][32][1403817444144]/1__GR3_SA
YELLOW SUNDAY,[@124.0.92236898@][1484325332995]/62__Y1SU
BRONZE,[@7.0.41201636@][4][1248385284015]/0__T1_NONUIMF_V1
LAVENDER,[@15.0.63192662@][2][1334601427303]/19__L2_NOSCHMF_V1
TEAL LATE NIGHT SUNDAY,[@4.0.6088263@][1597348010901]/3__T2UISU_V1
YELLOWHOPPER,[@4.0.5877225@][1597168632569]/34__Y7_NON_UI_MF_V1
GREY SATURDAY,[@15.0.73008535@][32][1401899327184]/42__GR2SA_V1
ILLINI LIMITED EVENING,[@4.0.6333459@][1597517524012]/14__I1_NONUIMF_V1
SILVER LIMITED SUNDAY,[@4.0.6323452@][1597517174427]/8__SV1_NONUISU_V1
GREY,[@2.0.80545657@][31][1425487417760]/5__GR2_MF
ORANGEHOPPER,[@14.0.52435578@][3][1275675740468]/29__O1_MF
ILLINI EVENING,[@4.0.6329571@][1597517389214]/59__I5_UIMF_V1
LAVENDER SUNDAY,[@15.0.71205318@][1][1381243333946]/1__L2SU
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/113__T1UISU
BLUE,[@14.0.56288268@][3][1302633781737]/1__GNX2_MF
GREY SUNDAY,[@2.0.85633657@][32][1463429698711]/8__GR3_NON_UI_SU_V1
ORANGEHOPPER,[@14.0.52435578@][4][1275670882890]/10__O1_MF
GREEN,2GN538__GN2_MF
RAVEN,[@2.0.81457398@][11][1425933027212]/8__RV1_MF
YELLOW,[@4.0.5891782@][1597169066281]/14__Y2_MF_V1
TEAL,[@4.0.6079335@][1597347351575]/17__T4_UIMF_V1
YELLOW LATE NIGHT SUNDAY,[@124.0.92330667@][1484578259855]/18__Y2UISU
7W GREY ALT,[@36.0.28512115@][4][1175211490472]/22__7W_/_5E_SHOW_SCH
TEAL EVENING,[@7.0.41903462@][4][1243545628328]/2__T1_UIMF
SILVER EVENING SATURDAY,[@4.0.6326071@][1597517274838]/53__SV2UISA_V1
ILLINI LIMITED,[@7.0.41202961@][2][1238522777281]/47__I1_NONUIMF
SILVER EVENING,[@12.0.42224456@][3][1246897172937]/7__SV1_UIMF
YELLOW LATE NIGHT SUNDAY,[@124.0.92330667@][1484578259855]/10__Y5UISU
SILVER,[@12.0.42199629@][3][1246896454171]/30__SV1_UIMF
SILVER,[@12.0.42199629@][4][1246896833000]/88__SV4_UI_NOSCH
TEAL,[@4.0.6079335@][1597347351575]/15__T3_NONUIMF_V1
TEAL EVENING SATURDAY,[@124.0.92279199@][1484345597711]/52__T1NON_UI_SA
SILVER EVENING SUNDAY,[@4.0.6318298@][1597516914744]/40__SV1UISU_V1
ORANGEHOPPER,[@14.0.52435578@][3][1275675740468]/28__O3_MF
GREEN,2GN545__GN2_MF
ILLINI LIMITED,[@4.0.6331833@][1597517469643]/37__I1_NONUIMF_V1
TEAL EVENING SATURDAY,[@124.0.92279199@][1484345597711]/10__T2NON_UI_SA
ILLINI EVENING SUNDAY,[@124.0.92263401@][1484328944432]/110__I3UISU
GREEN ALT,[@2.0.84887452@][1455575490653]/69__7E/5E_SHOW_SCH
TEAL SUNDAY,[@4.0.6086413@][1597347888414]/7__T2UISU_V1
GREY SATURDAY,[@15.0.73008535@][32][1401899327184]/31__GR1SA_V1
GREEN EVENING,[@4.0.5972609@][1597257368084]/11__Y7_UIMF_V1
SILVER LIMITED EVENING,[@4.0.6322539@][1597517126188]/0__SV2_NONUIMF_V1
ILLINI EVENING,[@4.0.6329571@][1597517389214]/22__I4_UIMF_V1
SILVER SATURDAY,[@12.0.44184681@][1250945403296]/275__SV2UISA
GREEN LATE NIGHT SUNDAY,[@4.0.6007981@][1597257987583]/10__GR3_UISU_V1
SILVER EVENING SUNDAY,[@124.0.92286725@][1484347296458]/95__SV1UISU
ILLINI LIMITED,[@4.0.6331833@][1597517469643]/48__I1_NONUIMF_V1
GREY SATURDAY,[@15.0.73008535@][31][1401898787857]/21__GN3NONUISA
RUBY SATURDAY,[@15.0.64657075@][1339528341508]/4__RUB1_SA
ORANGE,[@2.0.86175868@][1458585713139]/82__O2_MF
RUBY SATURDAY,[@15.0.64657075@][1339528341508]/57__RUB1_SA
SILVER LIMITED SUNDAY,[@4.0.6323452@][1597517174427]/40__SV1_NONUISU_V1
BROWN,[@6.0.626596@][1601838465133]/26__BA1_MF_V1
SILVER,[@4.0.6090318@][1597351255773]/56__SV4_UI_NOSCH_V1
TEAL,[@4.0.6079335@][1597347351575]/82__T1_NONUIMF_V1
SILVER,[@12.0.42199629@][3][1246896590515]/57__SV4_NONUIMF_NOSCH
LAVENDER SUNDAY,[@15.0.71205318@][1381241976567]/12__L2SU
GREY,[@2.0.80545657@][32][1425489606906]/30__GR1_NOSCHMF
LIME SATURDAY,[@124.0.94415201@][11][1496415327969]/8__LM1SA
TEAL,[@7.0.41893871@][3][1243541503515]/138__T2_UIMF
YELLOW,[@4.0.5891782@][1597169066281]/19__Y4_MF_V1
YELLOW SATURDAY,[@4.0.5874496@][1597168539048]/38__Y3SA_V1
TEAL SATURDAY,[@4.0.6085223@][1597347822512]/11__T2UISA_V1
SILVER EVENING SATURDAY,[@4.0.6326071@][1597517274838]/21__SV2UISA_V1
GREENHOPPER,[@4.0.5978260@][1597257417676]/8__GN8_MF_V1
ILLINI LIMITED SATURDAY,[@12.0.44202283@][1250947454031]/67__I1UISA
SILVER LIMITED EVENING,[@4.0.6322539@][1597517126188]/2__SV2_NONUIMF_V1
LAVENDER SUNDAY,[@15.0.71205318@][1381241976567]/33__L2SU
SILVER EVENING,[@12.0.42224456@][4][1246897225718]/25__SV1_UIMF
ILLINI LIMITED SUNDAY,[@124.0.92244155@][1484326924131]/49__I1UI_SU
SILVER SATURDAY,[@4.0.6319787@][1597516966305]/14__SV1UISA_V1
ILLINI LIMITED SATURDAY,[@12.0.44202283@][1250947454031]/78__I1UISA
SILVER SUNDAY,[@4.0.6324432@][1597517220831]/37__SV1UISU_V1
GREEN,2GN539__GN2_MF
ILLINI EVENING SUNDAY,[@4.0.6338167@][1597517767548]/82__I3UISU_V1
BROWN,[@6.0.626596@][1601838465133]/42__BA1_MF_V1
ILLINI LIMITED SUNDAY,[@4.0.6335302@][1597517634875]/14__I1_NON_UI_SU_V1
GREEN SATURDAY,[@4.0.5991526@][1597257671213]/43__GR2SA_V1
GREEN,[@14.0.46304650@][3][1272038578968]/0__GN9_MF
TEAL,[@4.0.6079335@][1597347351575]/96__T1_UIMF_V1
LAVENDER,[@15.0.63192662@][2][1334600338923]/12__L1_NOSCHMF
GREY,[@2.0.80545657@][32][1425489629219]/38__GR1_NOSCHMF
BROWN,[@6.0.626596@][1601838465133]/2__BB2_MF_V1
LIME EVENING SATURDAY,[@124.0.94417146@][12][1496419393402]/8__LM2SA
BLUE,[@4.0.5955594@][1597257189746]/24__B2_MF_V1
GREY SUNDAY,[@2.0.85633657@][32][1463431982715]/1__GR3_UISU_V1
SILVER LIMITED SATURDAY,[@15.0.67916770@][2][1363721664566]/31__SV1_NON_UI_SA
TEAL,[@7.0.41893871@][3][1243541488843]/117__T3_UIMF
TEAL EVENING,[@7.0.41903462@][4][1243545628328]/11__T1_NONUIMF
GREY SATURDAY,[@15.0.73008535@][31][1401898652823]/3__GR3_SA_V1
TEAL SUNDAY,[@4.0.6086413@][1597347888414]/40__T2UISU_V1
ILLINI LIMITED SATURDAY,[@4.0.6334500@][1597517567085]/0__I1UISA_V1
YELLOW,[@14.0.56288722@][1][1310143765731]/0__Y7_UIMF
LAVENDER SATURDAY,[@15.0.63188981@][1][1334072154663]/44__L2SA
TEAL EVENING,[@4.0.6083631@][1597347546580]/24__T3_NONUIMF_V1
SILVER SATURDAY,[@12.0.44184681@][1250945403296]/65__SV2UISA
GREEN SATURDAY,[@4.0.5991526@][1597257671213]/36__GN1SA_V1
ORANGE,[@2.0.86175868@][1458585713139]/16__GN7_MF
YELLOW,[@4.0.5891782@][1597169066281]/76__Y1UIMF_V1
SILVER,[@4.0.6090318@][1597351255773]/102__SV3_UIMF_V1
YELLOW SATURDAY,[@15.0.63192124@][1][1338414280664]/9__Y5NON_UI_SA
ILLINI EVENING SUNDAY,[@124.0.92263401@][1484328944432]/143__I6UISU
TEAL,[@7.0.41893871@][3][1243541396687]/74__T4_UIMF
TEAL EVENING SATURDAY,[@124.0.92279199@][1484345597711]/3__T1NON_UI_SA
SILVER EVENING,[@4.0.6315454@][1597516821409]/30__SV4_UI_NOSCH_V1
TEAL SUNDAY,[@4.0.6086413@][1597347888414]/53__T2UISU_V1
ILLINI EVENING SATURDAY,[@4.0.6336113@][1597517693196]/65__I6UISA_V1
TEAL LATE NIGHT SUNDAY,[@124.0.92276155@][1484344792164]/53__T2UISU
GREY SATURDAY,[@15.0.73008535@][32][1401899327184]/26__GR2SA_V1
SILVER,[@12.0.42199629@][4][1246896833000]/96__SV4_UI_NOSCH
BROWN,[@6.0.626596@][1601838465133]/65__BB2_MF_V1
GREEN ALT,[@2.0.84887452@][1455575490653]/58__3N_/_5E_SHOW_SCH
BRONZE,[@7.0.41201636@][3][1243611110703]/3__BZ1_NOSCHMF
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/188__T1NON_UI_SA
ORANGE,[@2.0.86175868@][1458585713139]/93__O4_MF
ILLINI LIMITED EVENING,[@7.0.41677083@][2][1238529695031]/20__I1_NONUIMF
SILVER,[@12.0.42199629@][4][1246896960625]/104__SV3_UIMF
ILLINI,[@7.0.41200832@][1][1238430123625]/16__I2_UIMF
YELLOWHOPPER,[@14.0.56289208@][2][1303755590388]/39__Y4_MF
GREEN EVENING,[@4.0.5972609@][1597257368084]/0__GNX4_MF_V1
TEAL,[@7.0.41893871@][4][1243540851671]/4__T4_UIMF
SILVER SATURDAY,[@12.0.44184681@][1250945403296]/70__SV1UISA
SILVER EVENING,[@12.0.42224456@][3][1246897172937]/13__SV1_UIMF
YELLOW,[@14.0.56288722@][1][1303750444036]/14__Y5_MF
NAVY,[@124.0.103534744@][31][1510337336593]/2__N2_MF
LAVENDER,[@15.0.63192662@][2][1334600952075]/16__L1_NOSCHMF
GREY SATURDAY,[@15.0.73008535@][32][1401899327184]/41__GR4SA_V1
ILLINI LIMITED SATURDAY,[@12.0.44202283@][1250947454031]/176__I1NONUISA
GREENHOPPER EVENING SATURDAY,[@7.0.42019048@][4][1256062571281]/0__GN2_NON_UI_SA
BRONZE,[@7.0.41201636@][4][1243606734437]/8__BZ1_NOSCHMF
TEAL SUNDAY,[@4.0.6086413@][1597347888414]/33__T2UISU_V1
YELLOW LATE NIGHT SATURDAY,[@124.0.92327957@][1484578220911]/4__Y1SA
SILVER LIMITED SATURDAY,[@15.0.67916770@][2][1363721664566]/22__SV1_NON_UI_SA
GREEN EVENING,[@7.0.41201218@][4][1248959281437]/0__GNX5_MF
SILVER SUNDAY,[@124.0.92281033@][1484346076492]/24__SV1UISU
TEAL,[@7.0.41893871@][3][1243541396687]/75__T2_UIMF
SILVER,[@4.0.6090318@][1597351255773]/12__SV1_UIMF_V1
ILLINI,[@7.0.41200832@][2][1238430887312]/185__I2_UIMF
TEAL,[@7.0.41893871@][3][1243541322000]/70__T1_UIMF
TEAL,[@7.0.41893871@][3][1243541396687]/72__T4_UIMF
YELLOW,[@4.0.5891782@][1597169066281]/61__Y1_NON_UI_MF_V1
GOLDHOPPER,[@7.0.41987615@][3][1246633149015]/62__G2_MF
SILVER LIMITED SATURDAY,[@15.0.67916770@][1][1363722440092]/83__SV1_NON_UI_SA
YELLOWHOPPER,[@4.0.5877225@][1597168632569]/59__Y3_NON_UI_MF_V1
SILVER,[@4.0.6090318@][1597351255773]/69__SV1_UIMF_V1
TEAL,[@4.0.6079335@][1597347351575]/52__T1_UIMF_V1
YELLOW SUNDAY,[@4.0.5882677@][1597168773965]/38__Y2UISU_V1
SILVER LIMITED EVENING,[@15.0.67924657@][2][1363728725942]/95__SV2_NONUIMF
YELLOWHOPPER,[@15.0.63189099@][2][1334168821073]/72__Y2_MF
YELLOW SATURDAY,[@15.0.63192124@][1][1342109325159]/7__Y4SA
ILLINI LIMITED,[@7.0.41202961@][2][1238522777281]/43__I1_NONUIMF
YELLOWHOPPER,[@4.0.5877225@][1597168632569]/48__Y7_NON_UI_MF_V1
GREEN SUNDAY,[@124.0.92334988@][1484579202830]/81__GN2SU
GREY SATURDAY,[@15.0.73008535@][31][1401898680792]/12__GR4SA
YELLOW,[@14.0.56288722@][1][1303750271201]/5__Y1UIMF
YELLOW EVENING,[@4.0.5867728@][1597168420258]/14__Y3_NON_UI_MF_V1
YELLOW EVENING,[@15.0.63189138@][2][1338407799588]/12__Y1UIMF
SILVER SUNDAY,[@124.0.92281033@][1484346076492]/73__SV2UISU
GREY EVENING SATURDAY,[@124.0.92319406@][1484577670364]/31__GR5SA
GOLDHOPPER,[@7.0.41987615@][3][1246633033359]/43__G6_MF
LAVENDER SUNDAY,[@15.0.71205318@][1381241976567]/44__L1SU
ILLINI LIMITED SATURDAY,[@4.0.6334500@][1597517567085]/8__I1UISA_V1
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/153__T1NON_UI_SA
TEAL EVENING,[@4.0.6083631@][1597347546580]/16__T3_NONUIMF_V1
GREEN SATURDAY,GN2SAT016__GN3NONUISA
